0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.9999999999999999,0.08344139137179357,0.036133909983353356,0.0008740336914751032,0.0006926053017491144,0.0030099549138331585,0.000670548572962904,0.017789931444138585,0.00115540803529865,0.000979789088075784,0.0028279034175792,0.0003419307268271476,0.0006564091353868302,0.010567106888824266,0.0017728196809714406,0.001108302453236666,0.004788902759914346,0.0005017757478525911,0.0007506503988521804,0.001739696436656003
0.08344139137179354,1.0000000000000002,0.8235619895626147,0.005604376812358617,0.0025883605568107738,0.05251925942754984,0.003295457139750336,0.17597144398403117,0.012211240612169792,0.012108050673161988,0.029177469102465235,0.0015783525121750364,0.005459626118772767,0.07668920538591321,0.01297835211909932,0.0053712694924874,0.05555746196970318,0.0013365582142847185,0.0033102262335173494,0.0056527830604642835
0.036133909983353314,0.8235619895626147,1.0000000000000002,0.011162368619393705,0.007913189411047326,0.06284975173754928,0.011017438946853378,0.1956464871249836,0.017429541017515877,0.019225465516768004,0.031020548933031807,0.002691710987093638,0.007536130085875085,0.05613630919959035,0.015173870100417923,0.008642390518645566,0.02718157847190082,0.003736366221484672,0.005821015073187011,0.012771802126464121
0.0008740336914751066,0.005604376812358626,0.011162368619393712,1.0,0.9963790651663366,0.46905878735678463,0.43834095891867075,0.0662057911530182,0.13223009422348944,0.09858516693668061,0.20899752016765366,0.03873666587338711,0.08400228203801723,0.09411088936961032,0.36155725199809463,0.35353887520164784,0.033636593627290635,0.04635405825809403,0.05862281214901313,0.027854311572293476
0.0006926053017491083,0.0025883605568107725,0.007913189411047312,0.9963790651663366,0.9999999999999998,0.4727379717445442,0.4785032660225042,0.037341454740625876,0.15181124047224603,0.10987904403343157,0.21202485800018242,0.04638220241945134,0.0948406856630806,0.06980268395677147,0.36640458827577577,0.36048293977856183,0.015302407328228346,0.051407685925826695,0.06233177658733437,0.02654050181943681
0.003009954913833166,0.05251925942754982,0.06284975173754927,0.4690587873567848,0.4727379717445442,1.0,0.7706536921526868,0.5754936173121254,0.35707081373438687,0.13384041635527907,0.6180202500804708,0.0628662107912387,0.15220380751254214,0.5663895918250544,0.26419826864598905,0.20883264435559973,0.35141583801780557,0.05618184760118759,0.07513434569577851,0.08092658330378671
0.0006705485729629072,0.0032954571397503293,0.011017438946853371,0.43834095891867075,0.4785032660225042,0.7706536921526868,1.0000000000000002,0.045545193737493564,0.3648195607267085,0.13638478367546095,0.35957727048156524,0.10790384218887161,0.16875138505411694,0.06230421307189324,0.1312898272006753,0.1259318624930017,0.0256904627075142,0.06780328475606978,0.07176048464176928,0.03349426915611325
0.017789931444138585,0.17597144398403108,0.19564648712498361,0.0662057911530182,0.03734145474062587,0.5754936173121254,0.0455451937374936,1.0,0.21854394378112654,0.1479982680765158,0.5230015130257605,0.05053231240585338,0.11298068463725251,0.8579002855243619,0.16788287378484357,0.08451853290172347,0.6786701511958719,0.013144837012056147,0.03613884479522271,0.0546882648988462
0.001155408035298649,0.012211240612169804,0.017429541017515877,0.13223009422348944,0.15181124047224603,0.35707081373438687,0.3648195607267085,0.21854394378112657,1.0,0.9495004770997917,0.5454476902303996,0.1589498545053611,0.26770770549570033,0.15285846052478758,0.05664952144038481,0.03495259353717866,0.09742795810223473,0.08245622315887007,0.09049446962417544,0.08660282005941955
0.0009797890880757969,0.012108050673161997,0.019225465516767994,0.09858516693668058,0.10987904403343154,0.13384041635527913,0.13638478367546095,0.1479982680765158,0.9495004770997916,1.0000000000000002,0.49806784602563997,0.2176316301191532,0.3121923754587794,0.07141267639403298,0.04985909342861671,0.03435015401564785,0.057648951004000144,0.07766443260381192,0.09034225964783661,0.09832086414042061
